index,epd,old bm,sts_v6,old id,new id,test,depth,by,status,date,output file,updated by,update date,update depth,epd index check,comment,Reviewed by,Replace,Duplicate,unix analysis Time (sec) AMD 5950x 32t 16gb hash,ferdy analysis Time (sec) i7-2600 4t 512mb hash
1163,7k/1qr2p2/p3p2p/P1b1P1p1/2Q1n3/1p2BN1P/1P3PP1/2R3K1 w - -,f3d4,,STS(v12.0) Center Control.066,,sts_old,40,unix,done,2022-11-19,yes,,,,ok,,,,,262,
1164,8/2p1r1pk/2pq2bp/2p5/2P3Q1/pP1P2NP/P3PRK1/8 b - -,d6e5,,STS(v12.0) Center Control.067,,sts_old,46,ferdy,done,2022-11-03,yes,,,,ok,There are 8 top 1 move with zero eval. This is replaced by index 1502,ferdy,yes,,,
1165,8/3n1kpp/1pr1p3/2n5/pR6/P3NPP1/1B2PK1P/8 w - -,b2d4,,STS(v12.0) Center Control.068,,sts_old,40,unix,done,2022-11-19,yes,,,,ok,,,,,334,
1166,8/6k1/1b1p1pp1/1b1Pp3/2q1P3/6P1/2B2PKN/3Q4 b - -,c4d4,,STS(v12.0) Center Control.069,,sts_old,40,unix,done,2022-11-19,yes,ferdy,2022-12-01,46,ok,,,,,38,1200
1167,8/pp2r1kp/2prP3/5R2/2P5/3n2P1/P5BP/1R5K w - -,g2e4,yes,STS(v12.0) Center Control.070,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,48,ok,,,,,43,1200
1168,b4rk1/8/4pr1p/2q5/P4p2/2PB4/6PP/R3QR1K w - -,d3e4,yes,STS(v12.0) Center Control.071,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,183,
1169,brr1n1k1/4bpp1/q2p4/Np2n3/1P1RP2p/2N4P/2P3PB/3RQB1K w - -,c3d5,,STS(v12.0) Center Control.072,,sts_old,40,unix,done,2022-11-19,yes,ferdy,2022-12-3,45,ok,,,,,163,1800
1170,k2r4/2q3p1/p1Pr1p2/P1R1p2P/5pP1/8/1PQp1P2/1K1R4 b - -,d6d4,yes,STS(v12.0) Center Control.073,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,916,
1171,nr2q1k1/1p2rpb1/p2p2pp/P7/1PRN4/4BBPb/3Q1P1P/2R3K1 w - -,f3d5,,STS(v12.0) Center Control.074,,sts_old,40,unix,done,2022-11-19,yes,,,,ok,,,,,457,
1172,r1q1r1k1/1p2b1pp/2p1P1b1/3p1p2/p2N1B2/P1Q1PP1P/1P4P1/2RR2K1 w - -,f4e5,yes,STS(v12.0) Center Control.075,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,231,
1173,r1q3k1/p2rnpb1/1pnBb1pp/2p1P3/6P1/2N2N1P/PP2QPB1/R2R2K1 w - -,e2e4,yes,STS(v12.0) Center Control.076,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,768,
1174,r1r3k1/pb3p1p/1pqBp1p1/4P3/3b4/2P2P2/PR1N2PP/2RQ3K w - -,d2e4,yes,STS(v3.0) Knight Outposts/Repositioning/Centralization.073 / STS(v12.0) Center Control.077,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,344,
1175,r2q1rk1/pp3pbp/3P2p1/4nb2/2p2N2/4B1P1/PP3PBP/R2Q1RK1 w - -,d1d5,yes,STS(v12.0) Center Control.078,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,235,
1176,r2q3r/1p3pk1/2b1p1p1/2R1P2p/p2P1P1R/P1Q1N1P1/1P3K2/8 b - -,c6e4,yes,STS(v12.0) Center Control.079,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,42,ok,,,,,83,1200
1177,r2qk2r/3nbpp1/2bBp2p/p3P3/1p6/8/PPPQBPPP/1NKR3R w kq -,d2d4,yes,STS(v12.0) Center Control.080,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,408,
1178,r2r2k1/p2n1p2/4q2p/3p2p1/1PpB4/P1NnPP2/2Q3PP/R2R2K1 b - -,d7e5,yes,STS(v12.0) Center Control.081,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,352,
1179,r2r2k1/pN3p1p/2n1pp2/4q3/2P1P3/1Q6/P4PPP/R4RK1 b - -,d8d4,yes,STS(v12.0) Center Control.082,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,526,
1180,r3k2r/2qb1ppp/p3p3/2PpP3/2p2P2/P1P5/4B1PP/1R1Q1RK1 w kq -,d1d4,yes,STS(v12.0) Center Control.083,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,845,
1181,r3kb1r/3n1ppp/p1bPp3/1q6/Npp1BB2/8/PP3PPP/2RQR1K1 w kq -,d1d4,yes,STS(v12.0) Center Control.084,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,785,
1182,r3q1k1/p3r1p1/3R3p/2p5/1p2P3/1P4P1/P1Q4P/4R1K1 b - -,e7e5,,STS(v12.0) Center Control.085,,sts_old,40,unix,done,2022-11-19,yes,,,,ok,,,,,237,
1183,r3qrk1/4bpp1/Rp2pn1p/2p1N3/3P4/2P1P1B1/4QPPP/3R2K1 b - -,f6e4,yes,STS(v12.0) Center Control.086,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,208,
1184,r3r1k1/1b2qpp1/p3pn1p/1pPp4/PP1Q3P/1B2PPB1/6P1/R3K2R w KQ -,g3e5,yes,STS(v12.0) Center Control.087,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,427,
1185,r3r1k1/pp2qpb1/1n2b1pp/8/5B2/1P3NP1/P4PBP/R2QR1K1 w - -,f4e5,yes,STS(v12.0) Center Control.088,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,567,
1186,r3r3/2q1bp1k/2N3pp/p1p5/Pp2Q3/4P3/1P3PPP/2RR2K1 w - -,e4d5,yes,STS(v12.0) Center Control.089,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,44,ok,,,,,113,1200
1187,r4r1k/p5p1/1qp1bp1p/8/3N4/P1Q1P3/1P4PP/2R2RK1 b - -,e6d5,yes,STS(v12.0) Center Control.090,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,250,
1188,r4rk1/1pp2qpb/1n2p2p/pP1p1P2/P2PPBP1/7P/3NQ3/R3R1K1 w - -,f4e5,yes,STS(v12.0) Center Control.091,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,43,ok,,,,,105,1200
1189,r4rk1/2pb2b1/np1p3p/3P1p2/1PP1pP1q/4B3/2QNN1PP/1R3RK1 w - -,e3d4,,STS(v12.0) Center Control.092,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,758,
1190,r4rk1/pb1p2pp/1q1Ppn2/2p5/2P2P2/3BB3/PP2Q1PP/R3K2R b KQ -,b7e4,,STS(v12.0) Center Control.093,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,1015,
1191,r5k1/3pppbp/6p1/4n3/1q2P3/4B3/P4PPP/2RQ1K1R w - -,d1d5,yes,STS(v12.0) Center Control.094,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,136,
1192,r5k1/8/r6p/P1q1p3/5p2/2P5/6PP/R3QR1K w - -,e1e4,yes,STS(v12.0) Center Control.095,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,375,
1193,r5k1/p2b1pbp/6p1/2p5/1nn5/2N3P1/PP1N1P1P/R1B2RK1 b - -,c4e5,yes,STS(v12.0) Center Control.096,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,402,
1194,r5r1/1pp4p/2bn1k1B/p1p1p3/5PP1/1P5P/P1P1R3/R3N1K1 b - -,e5e4,yes,STS(v12.0) Center Control.097,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,503,
1195,r6k/pp1q1pp1/1n6/1pQp4/3Pr2p/P2NP2P/5PP1/2R2RK1 w - -,d3e5,yes,STS(v12.0) Center Control.098,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,192,
1196,r6r/4kp2/1qbp1p1b/p3pP1N/1pB1P2p/8/PPP1Q1PP/1K2R2R b - -,b6d4,,STS(v12.0) Center Control.099,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,1846,
1197,r7/4kp2/3Rp2b/2p1P3/bp3P1P/rB2N3/P1P5/1K1R4 w - -,b3d5,yes,STS(v12.0) Center Control.100,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,47,ok,,,,,50,1200
1198,1k1r4/1p3p2/p1bq1p1p/4p3/3r1P1Q/P5P1/1PP1B2P/K2RR3 b - -,e5e4,,STS(v13.0) Pawn Play in the Center.001,,sts_old,40,unix,done,2022-11-20,yes,ferdy,2022-12-01,48,ok,,,,,64,1200
1199,1k2r1r1/ppp1q1b1/nn1pp3/1N3p1p/1PP2P2/PQ2B1PB/4PK1P/3R2R1 b - -,e6e5,,STS(v13.0) Pawn Play in the Center.002,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,283,
1200,1kr3r1/1p1nqp2/p2p4/3PpBp1/1PP5/5R1P/P3QP2/R5K1 b - -,e5e4,yes,STS(v13.0) Pawn Play in the Center.003,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,473,
1201,1q1r2k1/3n1bp1/1p2pp2/pNn5/P3PP2/1P2QB2/6NP/3R2K1 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.004,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,616,
1202,1q2rrk1/p5bp/2p1p1p1/3p4/5P2/4QBP1/PPP2R1P/1R4K1 b - -,e6e5,yes,STS(v13.0) Pawn Play in the Center.005,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,42,ok,,,,,80,1200
1203,1qr1r1k1/5pp1/1p2p2p/1Qbn3b/2R5/3P1NPP/3NPPB1/1R4K1 w - -,e2e4,yes,STS(v13.0) Pawn Play in the Center.006,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,152,
1204,1qr1r3/5ppk/1p2p2p/1Qbn3b/2R5/3P1NPP/3NPPB1/1R5K w - -,d3d4,,STS(v13.0) Pawn Play in the Center.007,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,331,
1205,1r1r2k1/1p3pp1/pNn1b2p/3p1q2/5B2/P7/1P1Q1PP1/2R1R1K1 b - -,d5d4,yes,STS(v13.0) Pawn Play in the Center.008,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,43,ok,,,,,108,1200
1206,1r1r2k1/p1R2ppp/1p6/2n1p1q1/3P4/Q4PP1/PP2B2P/3R2K1 w - -,d4d5,yes,STS(v13.0) Pawn Play in the Center.009,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,418,
1207,1r1rb1k1/2q1bp1p/3ppnp1/8/pn1NPP2/2N2R1P/1PP1B1P1/2QR2BK b - -,d6d5,yes,STS(v13.0) Pawn Play in the Center.010,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,768,
1208,1r2r1k1/2qn1pb1/3p2pp/p1pP4/PpQ1PP2/1P4PP/1B4B1/3RR1K1 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.011,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,893,
1209,1r2r1k1/p2bp1b1/2p1nnpp/qpP2p2/3P3P/P1N1PBPN/1BQ2P2/1R2R1K1 w - -,d4d5,yes,STS(v13.0) Pawn Play in the Center.012,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1481,
1210,1r2r2k/5pp1/1n2qn1p/3p4/p1pR4/Q3PBNP/PP3PP1/3R2K1 w - -,e3e4,yes,STS(v13.0) Pawn Play in the Center.013,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,288,
1211,1r3k1r/1q2bpp1/4pn2/1p4p1/p1pPP1P1/P3P2P/1PQ4R/K1R1BB2 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.014,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,581,
1212,1r3rk1/1p1qbbp1/2n1pn1p/1Np5/2P5/2BPP1PB/2N1Q2P/1R3RK1 w - -,d3d4,yes,STS(v13.0) Pawn Play in the Center.015,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,386,
1213,1r3rk1/1p3ppp/pN2bn2/P1p5/4P3/2P5/1P2B1PP/R4RK1 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.016,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,46,ok,,,,,60,1200
1214,1r4k1/1br3p1/1ppbp3/p2p1q1p/P1PP1Pp1/1P2P1P1/1Q3NBP/2RR2K1 w - -,e3e4,yes,STS(v13.0) Pawn Play in the Center.017,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,478,
1215,1r6/pp1rqpbk/6p1/P2Bpb2/2P4p/1QN1P1P1/P2R1PKP/3R4 b - -,e5e4,,STS(v13.0) Pawn Play in the Center.018,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,418,
1216,1rb1r1k1/2n1ppbp/pq1p2p1/1ppP4/2P1PP2/NP3B1P/P2B1QP1/2R1R1K1 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.019,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,718,
1217,1rb2r1k/2q1bppp/p1pppn2/P7/4P3/1PNQ4/2P1BPPP/R1B3RK b - -,d6d5,yes,STS(v13.0) Pawn Play in the Center.020,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,545,
1218,1rb2rk1/2q2pb1/3p1np1/1pnP2Bp/4P3/1pN2PN1/3QB1PP/1RR3K1 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.021,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,1273,
1219,1rnr2k1/2Rb2bp/3p2p1/2pPpp2/1p5P/1P1PP1P1/3B1PK1/R4BN1 b - -,e5e4,yes,STS(v13.0) Pawn Play in the Center.022,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,272,
1220,1rnrbk2/2R3bp/3p2p1/1ppPpp2/7P/3PP1P1/1P1B1PK1/R2N1B2 w - -,e3e4,yes,STS(v13.0) Pawn Play in the Center.023,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,349,
1221,1rr5/p2bppkp/3p1np1/p1p5/Pq1PP3/1P2QN1P/2P1NPP1/2R1R1K1 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.024,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,417,
1222,2b1k1r1/3nppb1/2pp1npp/qp6/3PP2B/1RNB1N2/P1PQ1PPP/7K w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.025,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,331,
1223,2b1r1k1/pp2rppp/2p3q1/3p4/1P1P4/P1N1PP2/5QPP/4RRK1 w - -,e3e4,yes,STS(v13.0) Pawn Play in the Center.026,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,325,
1224,2br1r1k/4b1pp/pq2pn2/2p5/Pp2PN2/1B2BP2/1PQ2P1P/R5RK b - -,e6e5,yes,STS(v13.0) Pawn Play in the Center.027,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,758,
1225,2kr4/1p3p2/p1bqpp1p/8/3r1P1Q/3B2P1/PPP4P/K2RR3 b - -,e6e5,yes,STS(v13.0) Pawn Play in the Center.028,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,184,
1226,2r1r1k1/1pqn1pp1/p2b1n1p/P2Ppb2/R7/2NNB3/1PPQBPPP/3R2K1 b - -,e5e4,,STS(v13.0) Pawn Play in the Center.029,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,476,
1227,2r1r1k1/3n2pp/b1p1pb2/1pPp1p1q/p2PnB1P/P4NP1/1PQNPPB1/R2R1K2 b - -,e6e5,yes,STS(v13.0) Pawn Play in the Center.030,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,551,
1228,2r1r1k1/5npp/3q4/1QpP1p2/1p6/4PP2/1B2R1PP/2R3K1 w - -,e3e4,,STS(v13.0) Pawn Play in the Center.031,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,437,
1229,2r1r1k1/qp2ppb1/p1np1npp/5b2/2P5/PPN3PP/1BN1PPBK/1RQR4 w - -,e2e4,yes,STS(v13.0) Pawn Play in the Center.032,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,470,
1230,2r2nk1/2q1pp1p/3p2p1/pr6/2P1PP2/1PR3PP/3Q2B1/3R2K1 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.033,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,182,
1231,2r2rk1/pp2qpp1/2nbp2p/2Np1b2/1P1Pn3/P3PN2/3BBPPP/R1RQ2K1 b - -,e6e5,yes,STS(v13.0) Pawn Play in the Center.034,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,42,ok,,,,,116,1200
1232,2r3k1/4n1b1/1p1pq1p1/4p3/2r2P1P/P2NP3/1B1Q3P/4RRK1 w - -,e3e4,,STS(v13.0) Pawn Play in the Center.035,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,763,
1233,2r3k1/4Qp1p/3p2p1/3q4/b1p5/P1b3P1/R3PP1P/1R3BK1 w - -,e2e4,yes,STS(v13.0) Pawn Play in the Center.036,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,44,ok,,,,,97,1200
1234,2r4r/2qb1nk1/3ppp2/p1p5/P3P3/1PR3P1/3NRPK1/3Q1B2 b - -,d6d5,yes,STS(v13.0) Pawn Play in the Center.037,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,446,
1235,2rbr1k1/1p1nqp1p/4bn1P/pP2p1p1/N7/P1NRPP2/1Q2BBP1/1K5R w - -,e3e4,yes,STS(v13.0) Pawn Play in the Center.038,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,289,
1236,2rq1rk1/6bp/p1npb3/1p1Npp1Q/8/2PBN3/PP3PPP/R3K2R b KQ -,e5e4,yes,STS(v13.0) Pawn Play in the Center.039,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,288,
1237,2rqr2k/pp3pp1/1nb2n2/7p/3pPP2/1P1B2NP/P5P1/RQB2R1K w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.040,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,1529,
1238,2rrb1k1/1p3pp1/p1p4p/P5q1/2BP4/1P1RPQP1/5P2/3R1K2 w - -,d4d5,,STS(v13.0) Pawn Play in the Center.041,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,431,
1239,3qr1k1/1p2npb1/2ppb1pp/4p3/1PP5/R1NP2P1/2NQPPBP/6K1 b - -,d6d5,,STS(v13.0) Pawn Play in the Center.042,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,462,
1240,3r1k2/5p2/1p2q1p1/p2p4/P7/1P1Q3P/4nPP1/B2R3K b - -,d5d4,yes,STS(v13.0) Pawn Play in the Center.043,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,340,
1241,3r1r2/1b2qpkp/p2p1np1/1pp5/4P3/P1N1QB2/1PP2PPP/3R1RK1 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.044,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,335,
1242,3r1rk1/ppqnppb1/n1p3pp/8/N2P4/3QP1P1/PP1B1PBP/R4RK1 b - -,e7e5,yes,STS(v13.0) Pawn Play in the Center.045,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,526,
1243,3r2k1/1pp1q2p/p5pb/2n1p2r/5PQ1/P1PP3P/1P5K/1BBR1R2 w - -,d3d4,yes,STS(v13.0) Pawn Play in the Center.046,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,210,
1244,3r2rk/1q2b2p/pNb2p2/P4Qn1/1p1p4/4PP2/1P1BB2P/2R2R1K w - -,e3e4,,STS(v13.0) Pawn Play in the Center.047,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,917,
1245,3rr1k1/1p3p1p/2b1pqp1/p3N3/2PP4/4R1P1/P2Q1P1P/4R1K1 w - -,d4d5,,STS(v13.0) Pawn Play in the Center.048,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,571,
1246,3rr1k1/pp4bp/2p3p1/P4p2/2qPP3/B1P4P/2P3P1/R3QRK1 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.049,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,217,
1247,4b3/3k1n2/2pB1p1p/1p3Pp1/1P2P1P1/8/r3BK2/3R4 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.050,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,2308,
1248,4r1k1/1p1r1ppb/1qpp1n1p/p7/P1PRPN2/2Q2P2/1P4PP/1B1R2K1 b - -,d6d5,,STS(v13.0) Pawn Play in the Center.051,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,581,
1249,4r1k1/1r2ppnp/1q4p1/ppp5/3nP3/1P2QP2/P2R1BPP/2R2B1K b - -,e7e5,yes,STS(v13.0) Pawn Play in the Center.052,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,611,
1250,4r1k1/2qn1pb1/rn1p2pp/2p5/p1b1PPP1/R1N1B2P/1PP1NQB1/R6K b - -,d6d5,yes,STS(v13.0) Pawn Play in the Center.053,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,266,
1251,4r3/2qnr1k1/4ppp1/p1p4p/p1P2P1P/3PQNP1/1P2R3/4R1K1 b - -,e6e5,yes,STS(v13.0) Pawn Play in the Center.054,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,548,
1252,4rrk1/p4p1p/1qb3p1/2pp4/8/1P3B2/P1PQ1PPP/R3R1K1 b - -,d5d4,yes,STS(v13.0) Pawn Play in the Center.055,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,139,
1253,5k2/4pp1p/r2p2p1/8/6P1/5P2/1R3B1P/2r2BK1 b - -,e7e5,,STS(v13.0) Pawn Play in the Center.056,,sts_old,40,unix,done,2022-11-20,yes,ferdy,2022-12-3,45,ok,,,,,137,1800
1254,5rk1/1ppqnr2/3p3p/1P4p1/3PPp2/5P2/P2QN2P/2R3RK w - -,d4d5,yes,STS(v13.0) Pawn Play in the Center.057,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,312,
1255,5rk1/1r2bpp1/pp2qn1p/2p5/P7/2N1PPP1/1PQB2KP/2RR4 w - -,e3e4,,STS(v13.0) Pawn Play in the Center.058,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,415,
1256,5rk1/6p1/2pp4/4q1p1/1PP1PnP1/4Q2P/R7/5BK1 b - -,d6d5,yes,STS(v13.0) Pawn Play in the Center.059,,sts_old,40,unix,done,2022-11-11,yes,ferdy,2022-12-01,45,ok,,,,,61,1200
1257,5rk1/rbqnbppp/1p2pn2/2p5/4P3/P1P2NPP/1B1N1P2/R2QRBK1 w - -,e4e5,yes,STS(v13.0) Pawn Play in the Center.060,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,372,
1258,r1b1kb1r/1p1ppppp/p2q2n1/2pN3Q/8/8/PPPP1PPP/R1B1RBK1 w kq -,d2d4,yes,STS(v13.0) Pawn Play in the Center.061,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,257,
1259,r1b1r1k1/4q1pp/1bp1pp2/np6/3PN3/3NP1PB/R1Q2P1P/3R2K1 b - -,e6e5,yes,STS(v13.0) Pawn Play in the Center.062,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,There is new bm.,ferdy,yes,,203,
1260,r1b1r1k1/ppq2pp1/2n1pn1p/8/2P5/PN4P1/1BP2PBP/R2Q1RK1 b - -,e6e5,yes,STS(v13.0) Pawn Play in the Center.063,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,449,
1261,r1b1r3/pp1nq1kp/2pp2p1/5p2/1PP2P2/1Q2P1PP/P2N2B1/3R1RK1 w - -,e3e4,yes,STS(v13.0) Pawn Play in the Center.064,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,486,
1262,r1b2rk1/1p1n1p1p/p5p1/q2p2B1/1bpP4/2N1PN1P/PPQ2PP1/2R2RK1 w - -,e3e4,yes,STS(v13.0) Pawn Play in the Center.065,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,507,
1263,r1b2rk1/1p3pb1/pq1Pp1p1/5n1p/2B2P2/1NP2Q2/PP1P2PP/R1B1K2R b KQ -,e6e5,,STS(v13.0) Pawn Play in the Center.066,,sts_old,40,unix,done,2022-11-20,yes,,,,ok,,,,,213,
1264,r1b2rk1/p1B1bpp1/q3pn1p/3p4/8/2N3PP/PPQ1PPB1/R3R1K1 w - -,e2e4,yes,STS(v13.0) Pawn Play in the Center.067,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,202,
1265,r1b3k1/1p1n1qpp/2p1p3/3p1r2/2PP4/1PR5/2QNPPBP/5RK1 w - -,e2e4,yes,STS(v13.0) Pawn Play in the Center.068,,sts_old,40,unix,done,2022-11-11,yes,,,,ok,Use the latest analysis to generate points,ferdy,no,,281,
